accuracy (top 1),accuracy (top 5),n_train,i_repeat,layer,architecture,task,kind,source,MRR
0.1508,0.3704,20,5,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.2724621103528865
0.1776,0.4032,50,5,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.3005775050016643
0.0588,0.2128,1,6,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.1559767338560777
0.1224,0.3108,5,6,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.2309720652880839
0.1632,0.4076,20,6,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.2886041736368738
0.1888,0.4304,50,6,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.3140187882977976
0.062,0.2096,1,7,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.1565440286991898
0.1096,0.3092,5,7,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.2247905126804324
0.162,0.3908,20,7,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.2866536333929156
0.1816,0.428,50,7,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.3086867920467382
0.0704,0.2124,1,8,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.163789100870509
0.118,0.3124,5,8,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.2308343344038289
0.166,0.3968,20,8,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.289930718924281
0.1676,0.4188,50,8,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.3001302156849847
0.0636,0.2068,1,9,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.1572452886641779
0.1116,0.3004,5,9,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.2241430889154808
0.1492,0.3836,20,9,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.2759492416182875
0.168,0.422,50,9,encode_3,ResNet18,SimCLR,Self-Supervised,VVS,0.2994097674680839
0.0828,0.2392,1,0,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.1809108323525011
0.1332,0.364,5,0,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.2601248672868134
0.184,0.4448,20,0,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3195541177101153
0.2144,0.4844,50,0,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.35055695977083
0.0864,0.2428,1,1,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.1825562997706269
0.1428,0.3656,5,1,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.264197780087593
0.194,0.4616,20,1,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3274701619131962
0.2148,0.4744,50,1,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.346037557214656
0.0748,0.2676,1,2,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.1863348406109868
0.162,0.3812,5,2,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.2816931670116627
0.1908,0.452,20,2,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3235130627205276
0.2188,0.4836,50,2,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3533518323267682
0.0612,0.2116,1,3,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.1579042397864522
0.1548,0.3716,5,3,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.2744547363572207
0.1924,0.4508,20,3,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.325351838963607
0.21,0.494,50,3,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3490458383477951
0.0672,0.2196,1,4,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.165321040472496
0.1512,0.376,5,4,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.2744328814035572
0.1932,0.4536,20,4,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3291105923661037
0.2032,0.4844,50,4,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3417028635637143
0.0696,0.208,1,5,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.1607342265071155
0.1432,0.3696,5,5,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.2673859454476796
0.186,0.4392,20,5,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3166297551040433
0.208,0.47,50,5,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3418816853198707
0.0656,0.244,1,6,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.1695700298777703
0.1304,0.3512,5,6,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.2488974219214902
0.1868,0.4516,20,6,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3207256064668931
0.2108,0.4832,50,6,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3473187577170507
0.086,0.2468,1,7,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.1850427145236269
0.1368,0.3704,5,7,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.2638564590680277
0.2024,0.4632,20,7,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3346227485642725
0.2164,0.5032,50,7,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3566890248936926
0.0868,0.2332,1,8,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.1814987893122117
0.1488,0.3628,5,8,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.2686082652438246
0.204,0.4512,20,8,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3302671845654029
0.212,0.4824,50,8,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3475330996445986
0.066,0.2268,1,9,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.1639550829867689
0.138,0.3588,5,9,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.2589651170463604
0.1776,0.456,20,9,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.3156919816628081
0.2,0.4808,50,9,encode_4,ResNet18,SimCLR,Self-Supervised,VVS,0.343022116513019
0.08,0.2348,1,0,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.1789273290336579
0.1308,0.3672,5,0,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.2585583313522649
0.1896,0.4572,20,0,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3233324028475072
0.2264,0.486,50,0,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3556204160052573
0.0696,0.24,1,1,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.1710830846701846
0.1344,0.3596,5,1,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.257738319836374
0.196,0.4544,20,1,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.327732836571585
0.2192,0.4856,50,1,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.353505232308311
0.0848,0.2504,1,2,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.1882412481733626
0.1484,0.376,5,2,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.2708952526660722
0.188,0.4432,20,2,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3197117099062926
0.2268,0.4752,50,2,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.355824114806462
0.0484,0.1848,1,3,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.141415311086395
0.1284,0.3692,5,3,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.2566052226981546
0.1896,0.4544,20,3,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3224357863971824
0.2228,0.4884,50,3,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3544044641132253
0.0612,0.226,1,4,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.163088224576323
0.1484,0.3928,5,4,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.2767779991431986
0.2036,0.4708,20,4,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3374690356501986
0.2208,0.4976,50,4,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3573777137250917
0.0708,0.2224,1,5,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.1672588543429795
0.1432,0.3784,5,5,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.2685867622714785
0.1928,0.4508,20,5,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3246777182707639
0.22,0.486,50,5,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3533520622464177
0.0628,0.218,1,6,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.1608153224302884
0.1372,0.3668,5,6,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.2588175497942024
0.1868,0.4584,20,6,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3229470466824209
0.2164,0.4944,50,6,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3527349404549424
0.0692,0.2392,1,7,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.1720770204393955
0.1296,0.3484,5,7,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.2537024332571834
0.208,0.4804,20,7,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3412767131225631
0.228,0.5112,50,7,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3647198176480788
0.0644,0.2244,1,8,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.1654345534318365
0.142,0.3744,5,8,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.2677512216650734
0.2052,0.4848,20,8,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3407098079637355
0.2244,0.5016,50,8,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3598418893633853
0.0652,0.2284,1,9,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.1649613781956286
0.144,0.3608,5,9,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.2642666730605774
0.196,0.4656,20,9,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3305430864216978
0.222,0.4968,50,9,encode_5,ResNet18,SimCLR,Self-Supervised,VVS,0.3582151494671446
0.1296,0.32,1,0,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.2398687710105177
0.2368,0.5292,5,0,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.3803928478763133
0.3252,0.6332,20,0,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4681491578908068
0.3556,0.6636,50,0,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4975584679023833
0.1312,0.3364,1,1,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.2449649725601114
0.2568,0.5352,5,1,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.3918431034441491
0.322,0.628,20,1,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.466361288335184
0.3676,0.6528,50,1,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.5038313495999424
0.136,0.3576,1,2,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.2541599027296404
0.2352,0.5204,5,2,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.37490067397417
0.3232,0.6296,20,2,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4648194819454131
0.3568,0.654,50,2,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4967579384862947
0.1136,0.3064,1,3,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.2212808058947906
0.2292,0.516,5,3,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.3721516063983566
0.322,0.6252,20,3,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.462676876706717
0.3552,0.6584,50,3,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4968945882202115
0.104,0.3192,1,4,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.2222441749164148
0.2568,0.5412,5,4,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.3942632923257231
0.3248,0.6388,20,4,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4718092673682075
0.3464,0.6592,50,4,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4891896383872
0.1428,0.3176,1,5,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.2446501721985995
0.2348,0.538,5,5,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.3782682528710753
0.3188,0.6272,20,5,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.461560237613006
0.356,0.6544,50,5,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4943280072953815
0.0984,0.3088,1,6,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.2146444776531345
0.2316,0.4976,5,6,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.3650287397173449
0.3116,0.6172,20,6,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.45680233812685
0.3536,0.6488,50,6,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4925618579014862
0.0976,0.3084,1,7,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.2141273611080509
0.2412,0.52,5,7,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.3784916787859287
0.3152,0.6212,20,7,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4604444909635536
0.3564,0.6656,50,7,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4956507220668462
0.1332,0.3212,1,8,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.2405880183332466
0.2464,0.54,5,8,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.3873965269806941
0.3268,0.6448,20,8,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4728891509366858
0.364,0.6552,50,8,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.5048747719064494
0.1144,0.3024,1,9,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.2240430550827924
0.2456,0.5412,5,9,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.3859235839235
0.3092,0.6332,20,9,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4612908574848254
0.3416,0.6548,50,9,encode_6,ResNet18,SimCLR,Self-Supervised,VVS,0.4872496473490421
0.1648,0.386,1,0,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.2829307434202978
0.2772,0.6012,5,0,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.4287407111282867
0.3684,0.6984,20,0,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5157882680108025
0.396,0.7248,50,0,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5443848163142574
0.1612,0.392,1,1,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.2837524691047572
0.2984,0.6048,5,1,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.4417868230348752
0.3804,0.7008,20,1,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5263635623032248
0.4072,0.7164,50,1,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5474984953004116
0.1852,0.3964,1,2,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.3001169311094523
0.2856,0.5984,5,2,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.4330452964267509
0.3608,0.69,20,2,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5098632949787607
0.4012,0.7168,50,2,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5436685635363203
0.1544,0.3668,1,3,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.2696501150178537
0.2868,0.6004,5,3,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.433164323892157
0.362,0.6824,20,3,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5083530862715294
0.3976,0.7184,50,3,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.541034578006553
0.1172,0.3936,1,4,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.2544243113333685
0.3104,0.6128,5,4,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.4532005656415875
0.3816,0.7076,20,4,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5296009319509273
0.402,0.73,50,4,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5477446971122792
0.1596,0.3856,1,5,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.2792904971265141
0.276,0.604,5,5,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.429544791011664
0.3616,0.6948,20,5,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5119331800420573
0.3968,0.7204,50,5,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5424044105879544
0.13,0.3672,1,6,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.251475461189608
0.268,0.5656,5,6,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.41368653250222
0.374,0.6904,20,6,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5202034274938814
0.4036,0.7204,50,6,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5464313778448117
0.1372,0.3604,1,7,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.2585662704742285
0.2872,0.5936,5,7,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.4339414047827109
0.3612,0.7,20,7,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5124649736431824
0.3908,0.7332,50,7,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5425854073350664
0.1592,0.3684,1,8,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.2740704408936434
0.2916,0.6148,5,8,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.4391729743916276
0.3844,0.7028,20,8,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5322948607702305
0.4076,0.7308,50,8,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.552592946297687
0.142,0.3552,1,9,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.2585448240865934
0.2948,0.6148,5,9,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.4451903114211401
0.3648,0.712,20,9,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5176980945207658
0.4056,0.73,50,9,encode_7,ResNet18,SimCLR,Self-Supervised,VVS,0.5484417309453776
0.26,0.5636,1,0,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.4049024243458244
0.4376,0.7888,5,0,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.5922412490231053
0.5428,0.8576,20,0,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6831484145145374
0.564,0.868,50,0,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6975665613445027
0.2536,0.5392,1,1,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.3895893414050106
0.468,0.772,5,1,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6034786167595858
0.5312,0.8312,20,1,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6644617953192544
0.5596,0.8524,50,1,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.688016838739543
0.2832,0.5216,1,2,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.4064675825504504
0.4472,0.782,5,2,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.5931520264754521
0.5344,0.8436,20,2,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6695761645791899
0.5536,0.8568,50,2,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6863717043841855
0.2144,0.4976,1,3,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.3525369212700519
0.422,0.7656,5,3,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.5731097774588442
0.5236,0.8404,20,3,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6589213059273925
0.5592,0.8632,50,3,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6885329006101578
0.2544,0.5448,1,4,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.3918001238777981
0.4668,0.7756,5,4,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.60421693665712
0.5484,0.85,20,4,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6805197016022939
0.556,0.8596,50,4,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6870074960758028
0.2388,0.5252,1,5,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.3783592452619136
0.4372,0.766,5,5,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.5863520035807525
0.5336,0.8488,20,5,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6728497357200428
0.5624,0.8652,50,5,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6953865401267899
0.25,0.5176,1,6,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.3805810827760465
0.4304,0.7728,5,6,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.5833468386004772
0.5388,0.842,20,6,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6736009820768383
0.5592,0.8676,50,6,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.691683366246766
0.21,0.5056,1,7,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.3529171645554027
0.452,0.7904,5,7,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.5981158158255049
0.5316,0.8416,20,7,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6681468820722856
0.5568,0.8656,50,7,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6913935598683609
0.2364,0.548,1,8,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.3835677925133874
0.4464,0.7856,5,8,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.5965938151489516
0.5384,0.846,20,8,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6723617303619006
0.5576,0.8688,50,8,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6914246028870239
0.2212,0.5372,1,9,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.3673291459331776
0.4476,0.7936,5,9,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.5993136804139096
0.5416,0.8564,20,9,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6801526935900984
0.5676,0.87,50,9,encode_8,ResNet18,SimCLR,Self-Supervised,VVS,0.6994858550412092
0.326,0.6324,1,0,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.4680938870590098
0.544,0.8248,5,0,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.6714007992900686
0.6248,0.88,20,0,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7431902207876747
0.6484,0.888,50,0,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7572509842263444
0.2936,0.5964,1,1,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.434549447474284
0.5312,0.812,5,1,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.6564024453689493
0.6084,0.8696,20,1,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7226800652193898
0.6256,0.8788,50,1,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7374491597098846
0.3388,0.5868,1,2,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.4600252549930989
0.5332,0.8148,5,2,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.6580541078556859
0.6072,0.8712,20,2,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7254448309226657
0.6224,0.882,50,2,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7376362554741345
0.2584,0.54,1,3,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.3947412944489899
0.5012,0.8204,5,3,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.6415226121056973
0.606,0.872,20,3,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7232570545471089
0.6288,0.8852,50,3,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7411958134444125
0.2972,0.5972,1,4,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.4389285648950469
0.5544,0.8356,5,4,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.678834636627445
0.6376,0.8752,20,4,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7429021979357241
0.6316,0.878,50,4,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7416988685174994
0.2888,0.5768,1,5,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.4272520391418414
0.5268,0.8212,5,5,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.6584170564700554
0.6036,0.8744,20,5,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7255037973128264
0.6432,0.8836,50,5,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7523614744823294
0.298,0.5556,1,6,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.427397322869575
0.5304,0.8252,5,6,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.6606534106346926
0.624,0.874,20,6,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7345827423502609
0.6452,0.8884,50,6,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7531040712405517
0.3028,0.5956,1,7,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.4438788267229713
0.5556,0.8292,5,7,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.6781468513944929
0.618,0.8756,20,7,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7301695490871151
0.6284,0.8784,50,7,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7407938481431968
0.2912,0.6036,1,8,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.4392518384717777
0.5364,0.8396,5,8,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.6684486883687883
0.6344,0.8784,20,8,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7425481718843994
0.6396,0.8868,50,8,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7482215039573004
0.2936,0.5996,1,9,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.431856950911846
0.5404,0.8356,5,9,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.6707952805624637
0.6164,0.8808,20,9,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.7329266738176652
0.6416,0.8856,50,9,encode_9,ResNet18,SimCLR,Self-Supervised,VVS,0.749966918264521
0.068,0.1972,1,0,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS,0.1562453348516032
0.0952,0.2608,5,0,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS,0.1975799390546977
0.1136,0.312,20,0,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS,0.2269050077623667
0.1232,0.3336,50,0,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS,0.2370314740251111
